Time,Diversity
0.0006439685821533203,99
0.0015740394592285156,91
0.0023627281188964844,84
0.0031185150146484375,56
0.004260540008544922,62
0.005348920822143555,75
0.006444215774536133,73
0.007707357406616211,57
0.008258819580078125,24
0.009270906448364258,5
0.010272979736328125,0
0.011286735534667969,0
0.012273311614990234,0
0.013294219970703125,2
0.014325141906738281,2
0.01536870002746582,19
0.01640009880065918,51
0.01743626594543457,57
0.018981456756591797,18
0.019536256790161133,16
0.02006983757019043,36
0.021090030670166016,35
0.022101402282714844,24
0.02307581901550293,0
0.02405095100402832,0
0.02501511573791504,0
0.026454925537109375,0
0.02741384506225586,0
0.02837395668029785,0
0.02933812141418457,0
0.030306577682495117,0
0.031270742416381836,0
0.03223156929016113,0
0.03320455551147461,0
0.0341796875,0
0.03514432907104492,0
0.03610515594482422,0
0.037119388580322266,7
0.038143157958984375,0
0.03915905952453613,3
0.040213823318481445,8
0.04121589660644531,23
0.0421452522277832,0
0.04308485984802246,0
0.04402780532836914,0
0.0454096794128418,0
0.0463409423828125,0
0.04728078842163086,0
0.048213958740234375,0
0.04915428161621094,0
0.05008220672607422,0
0.051015377044677734,0
0.0524139404296875,0
0.05334830284118652,0
0.05427861213684082,0
0.05533146858215332,0
0.056377410888671875,1
0.05731678009033203,0
0.05878925323486328,2
0.059305667877197266,21
0.06028246879577637,15
0.0612335205078125,12
0.06217312812805176,0
0.06311535835266113,0
0.06405162811279297,0
0.06544160842895508,0
0.06638193130493164,0
0.06732678413391113,0
0.0682976245880127,0
0.06923961639404297,0
0.07017827033996582,0
0.07111907005310059,0
0.07205700874328613,0
0.07350707054138184,1
0.07402300834655762,6
0.07503867149353027,29
0.07603192329406738,3
0.0770263671875,30
0.07801675796508789,32
0.07941937446594238,21
0.08043074607849121,36
0.08142352104187012,59
0.08242273330688477,53
0.0834193229675293,28
0.0848839282989502,8
0.08537697792053223,11
0.08631753921508789,0
0.08725595474243164,0
0.08819007873535156,0
0.08912134170532227,0
0.09025931358337402,0
0.09127688407897949,0
0.09230208396911621,0
0.09331941604614258,0
0.09431838989257812,0
0.09533071517944336,0
0.09630203247070312,0
0.09732747077941895,0
0.09832644462585449,0
0.09931755065917969,0
0.10034394264221191,0
0.10139226913452148,1
0.10236978530883789,0
0.10341334342956543,0
0.1044011116027832,0
0.10579323768615723,2
0.10634875297546387,2
0.10744047164916992,33
0.10851311683654785,10
0.10904693603515625,24
0.11008882522583008,56
0.11165595054626465,9
0.11221766471862793,34
0.1132197380065918,1
0.11420798301696777,0
0.11524605751037598,0
0.116241455078125,0
0.11723756790161133,0
0.11823368072509766,0
0.11928772926330566,0
0.12026143074035645,0
0.1212313175201416,0
0.12224864959716797,0
