Time,Diversity
0.001230001449584961,17
0.0015385150909423828,17
0.002008676528930664,17
0.0030777454376220703,17
0.00403141975402832,17
0.005050182342529297,16
0.006062030792236328,16
0.007002830505371094,16
0.008020639419555664,15
0.009027957916259766,15
0.010063886642456055,15
0.011075019836425781,15
0.012069463729858398,15
0.013072967529296875,15
0.014040708541870117,14
0.015055656433105469,13
0.016063451766967773,13
0.01707744598388672,13
0.018041372299194336,11
0.01901555061340332,7
0.020007848739624023,3
0.021090984344482422,2
0.0220184326171875,1
0.02303934097290039,1
0.02404046058654785,2
0.025065183639526367,3
0.02602100372314453,3
0.027042150497436523,2
0.02803778648376465,2
0.02908921241760254,1
0.03000640869140625,1
0.031059980392456055,2
0.032026052474975586,1
0.03300666809082031,0
0.03404688835144043,0
0.03500699996948242,0
0.03600430488586426,0
0.03701972961425781,0
0.0380704402923584,0
0.03905534744262695,0
0.040062665939331055,0
0.04104042053222656,0
0.04208540916442871,1
0.043030738830566406,0
0.04407024383544922,0
0.045033931732177734,0
0.046074867248535156,0
0.04701113700866699,0
0.04803347587585449,0
0.049088478088378906,0
0.050064802169799805,0
0.051035165786743164,0
0.0520784854888916,0
0.05304384231567383,0
0.054015159606933594,0
0.05500364303588867,0
0.05605268478393555,0
0.057007551193237305,0
0.05805015563964844,0
0.05901145935058594,0
0.06006741523742676,0
0.061017513275146484,0
0.06200432777404785,0
0.06304502487182617,0
0.06401348114013672,0
0.06506991386413574,0
0.06602668762207031,0
0.06701946258544922,0
0.06803441047668457,0
0.06903290748596191,1
0.07000446319580078,1
0.07100319862365723,0
0.0720832347869873,0
0.0730600357055664,0
0.07404494285583496,0
0.07500839233398438,0
0.0760660171508789,0
0.07705521583557129,0
0.07801961898803711,0
0.07908153533935547,0
0.08005332946777344,0
0.08102107048034668,0
0.08208417892456055,0
0.08304691314697266,0
0.08402752876281738,0
0.08507108688354492,0
0.08603739738464355,0
0.08701229095458984,0
0.08806252479553223,0
0.08905410766601562,0
0.09003686904907227,0
0.09102630615234375,0
0.09201455116271973,0
0.09306669235229492,0
0.0940394401550293,0
0.09503555297851562,0
0.09601140022277832,0
0.09705829620361328,0
0.09808039665222168,0
0.09904599189758301,0
0.10000896453857422,0
0.10103678703308105,0
0.10203170776367188,0
0.10305905342102051,0
0.10404634475708008,0
0.10504341125488281,0
0.1060342788696289,0
0.10707235336303711,1
0.10807228088378906,0
0.10904216766357422,0
0.11003994941711426,0
0.11102986335754395,0
0.1120753288269043,0
0.11304092407226562,0
0.11400389671325684,0
0.1150510311126709,0
0.1160426139831543,0
0.1170036792755127,0
0.11803913116455078,0
0.11903166770935059,0
0.12001824378967285,0
0.12102127075195312,0
0.12200665473937988,0
0.12306857109069824,0
0.12403059005737305,1
0.1250154972076416,1
0.12605977058410645,0
0.12703156471252441,0
0.12801504135131836,0
0.12906408309936523,0
0.13002252578735352,0
0.13107085227966309,0
0.13203096389770508,0
0.13300299644470215,0
0.1340477466583252,0
0.13501596450805664,0
0.1360630989074707,0
0.13701438903808594,0
0.13805842399597168,0
0.1390383243560791,0
0.14007186889648438,0
0.1410508155822754,0
0.1420290470123291,0
0.14308452606201172,0
0.14406156539916992,0
0.14502692222595215,0
0.14608407020568848,0
0.1470472812652588,0
0.14803147315979004,0
0.14901137351989746,0
0.1500852108001709,0
0.15104961395263672,0
0.15202856063842773,0
0.15306639671325684,0
0.15403199195861816,0
0.15501809120178223,0
0.1560060977935791,0
0.15706825256347656,0
0.15805864334106445,0
0.1590278148651123,1
0.16002988815307617,0
0.16100859642028809,0
0.16204071044921875,0
0.16300559043884277,0
0.16405367851257324,0
0.16501998901367188,0
0.1660151481628418,0
0.1670539379119873,0
0.16806793212890625,0
0.16903138160705566,0
0.1700153350830078,0
0.1710503101348877,0
0.17204022407531738,0
0.17301392555236816,0
0.17408061027526855,0
0.17504024505615234,0
0.17604947090148926,0
0.17702007293701172,0
0.17803740501403809,0
0.17901039123535156,0
0.18007373809814453,0
0.1810448169708252,0
0.18200945854187012,0
0.18300533294677734,0
0.18406939506530762,0
0.18503975868225098,0
0.1860044002532959,0
0.18705368041992188,0
0.18805265426635742,0
0.1890268325805664,0
0.1900038719177246,0
0.19107341766357422,0
0.19203519821166992,0
0.193009614944458,0
0.19400382041931152,0
0.19504785537719727,0
0.19602632522583008,0
0.1970057487487793,0
0.19806528091430664,0
0.1990363597869873,0
0.20000743865966797,0
0.2010481357574463,0
0.20201444625854492,0
0.2030487060546875,0
0.2040238380432129,0
0.20505475997924805,0
0.20602774620056152,0
0.20700621604919434,0
0.2080364227294922,0
0.20907092094421387,0
0.21004605293273926,0
0.21102046966552734,0
0.21206355094909668,0
0.21302342414855957,0
0.21401166915893555,0
0.21506595611572266,0
0.2160329818725586,0
0.21700263023376465,0
0.21803545951843262,0
0.21903443336486816,0
0.22001409530639648,0
0.22105693817138672,0
0.2220907211303711,0
0.22305941581726074,0
0.22403550148010254,0
0.22500348091125488,0
0.22605228424072266,0
0.22704219818115234,0
0.228010892868042,0
0.22906827926635742,0
0.23003864288330078,0
0.23100948333740234,0
0.23207712173461914,0
0.23304080963134766,0
0.23408079147338867,0
0.23503828048706055,0
0.23605775833129883,0
0.23702573776245117,0
0.23806142807006836,0
0.23902416229248047,0
