Time,Diversity
0.0030984878540039062,98
0.003682374954223633,98
0.0078008174896240234,98
0.011918067932128906,98
0.015127897262573242,98
0.01800990104675293,98
0.02100205421447754,98
0.02440667152404785,98
0.02736186981201172,98
0.0304107666015625,96
0.033354997634887695,98
0.03634953498840332,98
0.03930354118347168,98
0.04234623908996582,98
0.04532670974731445,98
0.048249244689941406,98
0.05112147331237793,98
0.05408906936645508,97
0.05700564384460449,98
0.05989336967468262,98
0.06277894973754883,97
0.06568050384521484,98
0.0685892105102539,98
0.07170486450195312,98
0.07464957237243652,97
0.07758545875549316,97
0.08051776885986328,98
0.08337664604187012,98
0.08629441261291504,98
0.08919095993041992,97
0.09206438064575195,98
0.09500598907470703,97
0.09791827201843262,98
0.10082554817199707,98
0.10369300842285156,97
0.10673260688781738,98
0.10968661308288574,97
0.11260247230529785,98
0.11546611785888672,98
0.11840081214904785,98
0.12133669853210449,98
0.12429213523864746,98
0.12720084190368652,97
0.1300644874572754,98
0.13296103477478027,98
0.13617539405822754,98
0.13917064666748047,98
0.14211297035217285,97
0.1450037956237793,95
0.1479649543762207,97
0.15088438987731934,98
0.1537928581237793,98
0.15677571296691895,98
0.15968871116638184,97
0.16264653205871582,98
0.16556072235107422,97
0.16846036911010742,97
0.17135000228881836,98
0.17473602294921875,98
0.17772603034973145,98
0.18074584007263184,98
0.18368172645568848,98
0.1866316795349121,98
0.18950676918029785,98
0.19249248504638672,98
0.19539642333984375,98
0.1983330249786377,97
0.2012465000152588,98
0.204146146774292,98
0.20708322525024414,98
0.20999407768249512,98
0.21287846565246582,98
0.21581220626831055,98
0.21875,98
0.22168302536010742,98
0.22460055351257324,98
0.227555513381958,98
0.23053812980651855,98
0.2334892749786377,98
0.23644804954528809,98
0.2394416332244873,98
0.24237537384033203,97
0.24534988403320312,94
0.24833035469055176,96
0.2513265609741211,95
0.25432586669921875,94
0.25731730461120605,92
0.26029324531555176,89
0.26340579986572266,87
0.26641845703125,81
0.2694523334503174,69
0.2723531723022461,52
0.2752058506011963,26
0.27805542945861816,5
0.2809317111968994,1
0.2837333679199219,2
0.286602258682251,4
0.289398193359375,4
0.29224324226379395,5
0.2950460910797119,5
0.2978358268737793,6
0.3010830879211426,7
0.3039870262145996,7
0.3068385124206543,8
0.30966973304748535,10
0.31259989738464355,12
0.31543469429016113,13
0.31826186180114746,13
0.32117271423339844,13
0.3240997791290283,13
0.3269362449645996,14
0.3297741413116455,15
0.3325960636138916,15
0.3354299068450928,15
0.33832883834838867,16
0.3412363529205322,16
0.34409332275390625,17
0.3469517230987549,17
0.34987616539001465,17
0.352741003036499,18
0.35558104515075684,19
0.3585221767425537,20
0.362628698348999,19
0.367112398147583,20
0.37146449089050293,21
0.37578344345092773,21
0.38033556938171387,23
0.3850533962249756,25
0.38954925537109375,27
0.3926849365234375,28
0.39572739601135254,30
0.39887070655822754,33
0.40210676193237305,34
0.4052143096923828,35
0.4082374572753906,36
0.4112734794616699,38
0.4143710136413574,38
0.41739630699157715,36
0.4204216003417969,38
0.42343974113464355,39
0.42688846588134766,40
0.4310464859008789,40
0.4363367557525635,40
0.44180846214294434,40
0.446927547454834,40
0.45197129249572754,40
0.45697617530822754,40
0.461972713470459,41
0.46691179275512695,41
0.47200536727905273,41
0.4771747589111328,41
0.4825267791748047,41
0.487713098526001,42
0.4928257465362549,42
0.49961042404174805,42
0.5050599575042725,43
0.5099945068359375,43
0.5154540538787842,44
0.5202746391296387,44
0.525216817855835,45
0.5300264358520508,46
0.5348055362701416,45
0.5396130084991455,46
0.5444455146789551,47
0.5491557121276855,47
0.553908109664917,48
0.5587625503540039,49
0.5636050701141357,48
0.5683948993682861,49
0.5736334323883057,49
0.5786454677581787,50
0.5838050842285156,51
0.5888915061950684,51
0.5938570499420166,51
0.598846435546875,52
0.6039829254150391,53
0.6090497970581055,54
0.6140356063842773,53
0.6191110610961914,55
0.6242125034332275,55
0.6291754245758057,56
0.6342196464538574,57
0.6392440795898438,57
0.6443235874176025,57
0.6493313312530518,57
0.6543374061584473,58
0.65932297706604,59
0.6644694805145264,60
0.6685569286346436,60
0.6736330986022949,62
0.6787283420562744,62
0.6838514804840088,64
0.6871809959411621,65
0.6916763782501221,66
0.6966586112976074,66
0.7016205787658691,66
0.7065579891204834,66
0.7114636898040771,67
0.7162773609161377,67
0.7211422920227051,67
0.7260563373565674,68
0.7309341430664062,70
0.7358808517456055,71
0.7407069206237793,72
0.7454636096954346,72
0.7503602504730225,72
0.7557523250579834,73
0.7605783939361572,73
0.7654612064361572,74
0.7703659534454346,73
0.7751584053039551,74
0.7799782752990723,75
0.7847990989685059,76
0.7896013259887695,76
0.7944386005401611,76
0.799318790435791,76
0.8042471408843994,76
0.8091320991516113,77
0.8138020038604736,77
0.8183107376098633,77
0.8232254981994629,77
0.8283946514129639,77
0.8334305286407471,77
0.8385400772094727,77
0.8436594009399414,77
0.8481841087341309,77
0.851207971572876,77
0.855842113494873,77
0.8604979515075684,77
0.8643925189971924,77
0.8687605857849121,77
0.8732335567474365,78
0.8781991004943848,78
0.8825950622558594,78
0.8871538639068604,78
0.8914153575897217,78
0.8959262371063232,79
0.9003403186798096,79
0.9045472145080566,79
0.9090514183044434,79
0.9135501384735107,79
0.9180958271026611,79
0.9226541519165039,79
0.9268190860748291,79
0.9302153587341309,79
0.9332613945007324,80
0.9361896514892578,80
0.9391288757324219,80
0.9421291351318359,80
0.9450564384460449,80
0.947969913482666,79
0.9510245323181152,80
0.9542005062103271,80
0.957179069519043,80
0.9602227210998535,80
0.9632279872894287,80
0.9662165641784668,80
0.969165563583374,80
0.9722120761871338,80
0.9752285480499268,80
0.9782304763793945,81
0.9812331199645996,80
0.984217643737793,80
0.9871938228607178,81
0.990135908126831,81
0.9930386543273926,82
0.9960541725158691,81
0.9990324974060059,81
1.002051830291748,81
1.0050606727600098,82
1.0081448554992676,82
1.0111820697784424,83
1.0141654014587402,82
1.0171773433685303,83
1.0201642513275146,85
1.023160696029663,84
1.0262854099273682,85
1.029322862625122,85
1.0322909355163574,84
1.0352742671966553,85
