Time,Diversity
0.0009038448333740234,49
0.0022459030151367188,42
0.0032205581665039062,41
0.004188060760498047,33
0.005085468292236328,33
0.005910158157348633,15
0.0067291259765625,21
0.007607460021972656,25
0.008476495742797852,29
0.009414911270141602,36
0.010912895202636719,27
0.011863470077514648,14
0.01269841194152832,9
0.013577699661254883,6
0.014428853988647461,0
0.015301227569580078,0
0.016156435012817383,0
0.017018795013427734,0
0.018689870834350586,0
0.020067691802978516,3
0.020984888076782227,3
0.021915674209594727,3
0.0228116512298584,6
0.023679733276367188,23
0.024546146392822266,25
0.025450706481933594,33
0.026386499404907227,35
0.027306556701660156,33
0.02819061279296875,22
0.029631614685058594,5
0.030599594116210938,5
0.031455278396606445,7
0.03229641914367676,8
0.03317713737487793,16
0.03406071662902832,9
0.035782814025878906,12
0.03662896156311035,10
0.037502288818359375,11
0.03891420364379883,9
0.03973698616027832,8
0.04028773307800293,2
0.041201114654541016,4
0.04209280014038086,8
0.04332852363586426,0
0.04417538642883301,0
0.045004844665527344,0
0.04624485969543457,0
0.04707074165344238,0
0.04838705062866211,0
0.049231529235839844,0
0.05004143714904785,0
0.05133485794067383,5
0.05249452590942383,3
0.05336809158325195,35
0.054209232330322266,22
0.055055856704711914,15
0.05626940727233887,2
0.05712127685546875,4
0.05803871154785156,10
0.05924057960510254,14
0.06002044677734375,16
0.06155800819396973,24
0.062009572982788086,7
0.06366395950317383,5
0.06450057029724121,1
0.0654594898223877,0
0.0662684440612793,0
0.06763267517089844,0
0.06826114654541016,0
0.06972908973693848,0
0.07053089141845703,0
0.07128095626831055,0
0.07201337814331055,0
0.07346987724304199,0
0.07419323921203613,0
0.07566642761230469,0
0.0763998031616211,0
0.07731056213378906,0
0.07822227478027344,0
0.07905745506286621,0
0.0808248519897461,0
0.08169770240783691,0
0.08246302604675293,0
0.08324599266052246,0
0.08470416069030762,0
0.08522415161132812,0
0.08621335029602051,0
0.08737850189208984,0
0.0881805419921875,0
0.08936405181884766,0
0.09031009674072266,0
0.09130120277404785,0
0.09208893775939941,0
0.09316682815551758,2
0.09407949447631836,8
0.09530401229858398,14
0.09609055519104004,1
0.09725260734558105,0
0.09806513786315918,0
0.09923219680786133,0
0.1000051498413086,0
0.10116720199584961,0
0.10233521461486816,0
0.10310530662536621,0
0.1042470932006836,0
0.10504293441772461,0
0.10620689392089844,0
0.10735082626342773,0
0.10812854766845703,0
0.10929203033447266,0
0.11005997657775879,0
0.11129999160766602,0
0.11208009719848633,0
0.11327552795410156,0
0.1140587329864502,0
0.11522459983825684,0
0.11636996269226074,0
0.11717581748962402,0
0.11833000183105469,0
0.11911201477050781,0
0.1202552318572998,0
0.12108278274536133,0
0.12226343154907227,0
0.12303280830383301,0
0.12417435646057129,0
0.12533164024353027,0
0.12610936164855957,0
0.1272735595703125,0
0.12804603576660156,0
0.1292111873626709,0
0.13035917282104492,0
0.13113164901733398,0
0.132279634475708,0
0.13305282592773438,0
0.1342003345489502,0
0.13534164428710938,0
0.13611912727355957,0
0.1372697353363037,0
0.13803577423095703,0
0.13922739028930664,0
0.1403200626373291,1
0.14115428924560547,3
0.14236664772033691,12
0.14319276809692383,14
0.14465928077697754,4
0.145064115524292,0
0.14621782302856445,0
0.1473536491394043,0
0.14811968803405762,0
0.1492750644683838,0
0.15004229545593262,0
0.15119624137878418,0
0.15234661102294922,0
0.15311765670776367,0
0.15426301956176758,0
0.1550312042236328,0
0.15618181228637695,0
0.15732479095458984,0
0.158095121383667,0
0.1592714786529541,0
0.16052913665771484,3
0.16136837005615234,11
0.16218996047973633,37
0.16301512718200684,20
0.16421175003051758,2
0.16513872146606445,1
0.16637730598449707,14
0.16718268394470215,4
0.1683506965637207,0
0.1691269874572754,0
0.17027020454406738,0
0.17103981971740723,0
0.1721820831298828,0
0.1733555793762207,0
0.17412304878234863,0
0.17525935173034668,0
0.17602968215942383,0
0.1771841049194336,0
0.17833232879638672,0
0.17910408973693848,0
0.18024492263793945,0
0.18102574348449707,0
0.18219590187072754,0
0.18334436416625977,0
0.18411731719970703,0
0.18526649475097656,0
0.18605470657348633,0
0.18721318244934082,0
0.1883687973022461,0
0.18913936614990234,0
0.1902940273284912,0
0.19106841087341309,0
0.1928272247314453,0
0.19324040412902832,0
0.19402170181274414,0
0.1951754093170166,0
0.19632339477539062,0
0.1970992088317871,0
0.19827008247375488,0
0.19904279708862305,0
0.20018815994262695,0
0.20135021209716797,0
0.20212459564208984,0
0.20327138900756836,0
0.20404267311096191,0
0.20521903038024902,0
0.20637249946594238,0
0.20714807510375977,0
0.20830821990966797,0
0.20908021926879883,0
0.21024250984191895,0
0.21101140975952148,0
0.21216464042663574,0
0.2133176326751709,0
0.21408867835998535,0
0.21523714065551758,0
0.2160348892211914,0
0.2171790599822998,0
0.21834135055541992,0
0.2191157341003418,0
0.2202751636505127,0
0.22107529640197754,0
0.22224068641662598,0
0.22301292419433594,0
0.2241649627685547,0
0.22531580924987793,0
0.2260885238647461,0
0.22722530364990234,0
0.22837471961975098,0
0.22914409637451172,0
0.23035860061645508,0
0.23115086555480957,0
0.2322981357574463,0
0.23307061195373535,0
0.2342529296875,0
0.2350475788116455,0
0.23604679107666016,0
0.23724031448364258,0
0.23800992965698242,0
0.23919892311096191,0
0.24035382270812988,2
0.24118685722351074,20
0.24234771728515625,0
0.2431178092956543,0
0.24427127838134766,0
0.24504399299621582,0
0.24626946449279785,0
0.24709391593933105,0
0.24866509437561035,2
0.24907279014587402,3
0.250241756439209,0
0.2510092258453369,0
0.2521522045135498,0
0.2533226013183594,0
0.2540886402130127,0
0.25524425506591797,0
0.25600576400756836,0
0.2570464611053467,1
0.2582273483276367,0
0.2590522766113281,0
0.2602255344390869,0
0.26149725914001465,0
0.2623269557952881,0
0.2631096839904785,0
0.2642824649810791,0
0.26505565643310547,0
0.26622605323791504,0
0.26736998558044434,0
0.26813840866088867,0
0.26929259300231934,0
0.2700655460357666,0
0.2712068557739258,0
0.27236437797546387,0
0.27313923835754395,0
0.27428460121154785,0
0.27504849433898926,0
0.2761871814727783,0
0.2773582935333252,0
0.27812695503234863,0
0.2792692184448242,0
0.28005194664001465,0
0.28119587898254395,0
0.28235673904418945,0
0.28313112258911133,0
0.2842707633972168,0
0.2850468158721924,0
0.2862117290496826,0
0.28734803199768066,0
0.2881157398223877,0
0.28930044174194336,0
0.2901151180267334,0
0.29129600524902344,0
0.29209351539611816,0
0.2932896614074707,0
0.2940828800201416,0
0.29528045654296875,0
0.2960968017578125,0
0.2973306179046631,0
0.29815006256103516,3
0.29934215545654297,0
0.30013489723205566,0
0.3011898994445801,1
0.30202484130859375,4
0.30318760871887207,0
0.3043241500854492,0
0.3051028251647949,0
0.30628228187561035,0
0.3070559501647949,0
0.3081960678100586,0
0.30935096740722656,0
0.3101222515106201,0
0.3112599849700928,0
0.3120245933532715,0
0.3132307529449463,1
0.3140139579772949,0
0.31516027450561523,0
0.31630420684814453,0
0.317080020904541,0
0.3182361125946045,0
0.31900787353515625,0
0.32015323638916016,0
0.32131338119506836,0
0.3220829963684082,0
0.3232293128967285,0
0.3243694305419922,0
0.32514429092407227,0
0.3263132572174072,0
0.3270838260650635,0
0.3282480239868164,0
0.3290290832519531,0
0.3302021026611328,0
0.33135509490966797,0
0.3321259021759033,0
0.33324527740478516,3
0.33401966094970703,0
0.33520007133483887,0
0.3363456726074219,0
0.33713269233703613,0
0.33829832077026367,0
0.3390815258026123,0
0.340256929397583,0
0.341031551361084,0
0.3421969413757324,0
0.3433389663696289,0
0.3441023826599121,0
0.34526753425598145,0
0.3460383415222168,0
0.3471825122833252,0
0.3483295440673828,0
0.34909892082214355,0
0.3502671718597412,0
0.35105371475219727,0
0.35288333892822266,1
0.3533189296722412,4
0.35414552688598633,7
0.35536789894104004,0
0.35619091987609863,6
0.35769224166870117,16
0.35814356803894043,11
0.35936784744262695,13
0.3601646423339844,2
0.3613109588623047,0
0.36208462715148926,0
0.36322569847106934,0
0.3643655776977539,0
0.36514735221862793,0
0.366363525390625,0
0.36714982986450195,0
0.36829352378845215,0
0.3690650463104248,0
0.37021923065185547,0
0.37136268615722656,0
0.3721466064453125,0
0.37329888343811035,0
0.3741002082824707,0
0.37524938583374023,0
0.3760237693786621,0
0.3771836757659912,0
0.3783423900604248,0
0.37911081314086914,0
0.3802461624145508,0
0.38101911544799805,0
0.3820939064025879,0
0.38324451446533203,0
0.3840162754058838,0
0.38515734672546387,0
0.3863084316253662,0
0.38707566261291504,0
0.3882162570953369,0
0.38900232315063477,0
0.39012765884399414,2
0.39127302169799805,0
0.3920435905456543,0
0.3931872844696045,0
0.39434385299682617,0
0.39513540267944336,0
0.3962819576263428,0
0.3970515727996826,0
0.39820432662963867,0
0.39936375617980957,0
0.4001331329345703,0
0.4014143943786621,0
0.4021871089935303,0
0.40333080291748047,0
0.4040966033935547,0
0.4053211212158203,0
0.406095027923584,0
0.40723729133605957,0
0.4080076217651367,0
0.40917277336120605,0
0.4103248119354248,0
0.41109657287597656,0
0.4122447967529297,0
0.4130277633666992,0
0.41417598724365234,0
0.4154224395751953,0
0.41617369651794434,0
0.4173412322998047,0
0.4181070327758789,0
0.4192993640899658,0
0.4200401306152344,0
0.42115354537963867,0
0.42235469818115234,0
0.42313075065612793,0
0.4242994785308838,0
0.42508625984191895,0
0.4262669086456299,0
0.42705273628234863,0
0.42819952964782715,0
0.4293684959411621,0
0.4301455020904541,0
0.4313032627105713,0
0.4321162700653076,0
0.4333040714263916,0
0.43409132957458496,0
0.43526530265808105,0
0.43608546257019043,1
0.4373047351837158,0
0.43817758560180664,1
0.43934011459350586,0
0.44016528129577637,0
0.441007137298584,0
0.4421992301940918,1
0.4431116580963135,1
0.4443628787994385,1
0.4451730251312256,0
0.44606876373291016,0
0.447263240814209,0
0.44805383682250977,0
0.4492607116699219,0
0.4500453472137451,0
0.45116114616394043,0
0.4523153305053711,0
0.4532647132873535,0
0.45408177375793457,0
0.45520520210266113,0
0.4560368061065674,0
0.45725417137145996,0
0.4582655429840088,0
0.45930004119873047,0
0.460221529006958,0
0.46100544929504395,0
0.46219491958618164,0
0.4633796215057373,0
0.4641695022583008,0
0.4653465747833252,0
0.46641111373901367,0
0.4674205780029297,0
0.46848082542419434,0
0.46909570693969727,0
0.4703993797302246,0
0.4710960388183594,0
0.47225117683410645,0
0.4736783504486084,0
0.4741950035095215,0
0.47502803802490234,0
0.4763350486755371,0
0.4771409034729004,0
0.478271484375,0
0.4795827865600586,0
0.4815688133239746,0
0.48237156867980957,0
0.4831078052520752,0
0.4837946891784668,0
0.48441314697265625,0
0.4851977825164795,0
0.48626017570495605,0
0.48742175102233887,0
0.48839831352233887,0
0.4890439510345459,0
0.49011754989624023,0
0.4911375045776367,0
0.4925203323364258,0
0.4933319091796875,0
0.4948148727416992,0
0.4953145980834961,0
0.496126651763916,0
0.4970414638519287,0
0.4983994960784912,0
0.4993124008178711,0
0.5005843639373779,0
0.5013427734375,0
0.5026352405548096,0
0.5032484531402588,0
0.5042657852172852,0
0.5052547454833984,0
0.5063393115997314,0
0.5070257186889648,0
0.5080862045288086,0
0.5092301368713379,0
0.5107111930847168,0
0.5128276348114014,1
0.5136516094207764,2
0.5144548416137695,2
0.5152277946472168,1
0.5160069465637207,1
0.5167756080627441,0
0.5175595283508301,0
0.5182719230651855,0
0.5196666717529297,0
0.5204098224639893,0
0.5211169719696045,0
0.5220127105712891,0
0.5231719017028809,0
0.5243310928344727,0
0.5251100063323975,0
0.5262744426727295,0
0.527069091796875,0
0.5282135009765625,0
0.5290238857269287,0
0.530179500579834,0
0.5313260555267334,0
0.5321011543273926,0
0.5332612991333008,0
0.5340409278869629,0
0.5351865291595459,0
0.5366268157958984,2
0.5370321273803711,0
0.5382652282714844,0
0.5390896797180176,17
0.5403180122375488,1
0.5415663719177246,0
0.5420057773590088,0
0.5432209968566895,0
0.5443735122680664,0
0.5451617240905762,0
0.5463201999664307,0
0.5471055507659912,0
0.5482475757598877,0
0.5490202903747559,0
